model_id,image_id,acquisition_date,N_valid,reference_crop_fraction,predicted_crop_fraction,signed_error,crop_FP,crop_FN,true_soil_pred_soil,true_soil_pred_crop,true_soil_pred_weed,true_soil_pred_dicot,true_soil_pred_grass,true_crop_pred_soil,true_crop_pred_crop,true_crop_pred_weed,true_crop_pred_dicot,true_crop_pred_grass,true_weed_pred_soil,true_weed_pred_crop,true_weed_pred_weed,true_weed_pred_dicot,true_weed_pred_grass,true_dicot_pred_soil,true_dicot_pred_crop,true_dicot_pred_weed,true_dicot_pred_dicot,true_dicot_pred_grass,true_grass_pred_soil,true_grass_pred_crop,true_grass_pred_weed,true_grass_pred_dicot,true_grass_pred_grass
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame60,2016-05-23,1251936,0.026052449965493444,0.025133073895151188,-0.0009193760703422559,1688,2839,1210482,1594,191,0,483,2839,29777,0,0,0,0,0,0,0,0,1220,0,41,0,0,4236,94,0,0,979
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame93,2016-05-23,1251936,0.001304379776601999,0.0011102803977200112,-0.00019409937888198773,70,313,1232593,70,224,0,992,313,1320,0,0,0,0,0,0,0,0,4017,0,571,0,705,8921,0,0,0,2210
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame96,2016-05-23,1251936,0.006273483628556092,0.005676807760141093,-0.0005966758684149993,428,1175,1215513,298,16,0,1812,1175,6679,0,0,0,0,0,0,0,0,4091,0,95,0,924,12466,130,0,0,8737
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame97,2016-05-23,1251936,0.0017772473992280755,0.001351506786289395,-0.00042574061293868047,42,575,1206205,42,337,0,2329,575,1650,0,0,0,0,0,0,0,0,3541,0,844,0,1700,20310,0,0,0,14403
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame102,2016-05-23,1251936,0.029696406206068043,0.030074221046443268,0.0003778148403752249,3527,3054,1170469,1368,255,0,2228,3052,34124,0,0,2,0,0,0,0,0,16708,2159,3781,87,10313,6080,0,193,0,1117
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame103,2016-05-23,1251936,0.01924858778723513,0.015669331339621194,-0.003579256447613935,906,5387,1185894,906,117,0,4264,3419,18711,813,0,1155,0,0,0,0,0,3079,0,239,0,1053,21359,0,0,0,10927
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame113,2016-05-23,1251936,0.014313830738951512,0.005750293944738389,-0.008563536794213122,271,10992,1207909,271,77,0,2236,4687,6928,98,0,6207,0,0,0,0,0,6918,0,663,0,931,11795,0,0,0,3216
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame114,2016-05-23,1251936,0.012049337985328323,0.007029113309306546,-0.005020224676021777,335,6620,1206310,335,344,0,5154,2537,8465,609,0,3474,0,0,0,0,0,5822,0,359,0,1355,11028,0,100,0,6044
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame117,2016-05-23,1251936,0.0008506824630013036,0.0018619162640901772,0.0010112338010888735,1636,370,1219743,884,200,0,3440,370,695,0,0,0,0,0,0,0,0,2896,752,46,0,1657,16556,0,0,0,4697
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame125,2016-05-23,1251936,0.023097027324080463,0.020603289625028755,-0.0024937376990517082,1799,4921,1170257,1785,25,0,4637,2266,23995,0,0,2655,0,0,0,0,0,3428,0,7,0,184,26216,14,0,0,16467
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame128,2016-05-23,1251936,0.023093832272576234,0.0219651803287069,-0.0011286519438693347,1640,3053,1165218,1519,278,0,3821,2774,25859,0,0,279,0,0,0,0,0,3533,0,100,0,723,32906,121,0,0,14805
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame132,2016-05-23,1251936,0.04296625386601232,0.042652340055721695,-0.00031391381029062526,2098,2491,1181072,2098,32,0,1001,2481,51300,0,0,10,0,0,0,0,0,2698,0,6,0,24,6123,0,0,0,5091
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame139,2016-05-23,1251936,0.02433590854484574,0.023299114331723027,-0.0010367942131227145,1670,2968,1194322,1670,10,0,1664,2513,27499,0,0,455,0,0,0,0,0,6099,0,49,0,1759,10506,0,0,0,5390
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame143,2016-05-23,1251936,0.04456777343250773,0.044491890959282264,-7.58824732254651e-05,2910,3005,1175079,2779,234,0,1306,2972,52791,0,0,33,0,0,0,0,0,3289,131,1293,0,416,9296,0,0,0,2317
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame145,2016-05-23,1251936,0.019604037267080744,0.0180991680085883,-0.0015048692584924452,1466,3350,1198250,1466,100,0,1555,2813,21193,0,0,537,0,0,0,0,0,634,0,236,0,72,15619,0,0,0,9461
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame150,2016-05-23,1251936,0.06277956700662014,0.06305034762160366,0.0002707806149835207,4439,4100,1157462,4002,36,0,390,4100,74496,0,0,0,0,0,0,0,0,4186,437,59,0,294,4386,0,0,0,2088
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame151,2016-05-23,1251936,0.06416302430795184,0.05922986478542034,-0.004933159522531504,3566,9742,1157334,3566,92,0,588,7177,70586,0,0,2565,0,0,0,0,0,4215,0,564,0,107,4439,0,0,0,703
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame152,2016-05-23,1251936,0.056748907292385554,0.05527918360043964,-0.0014697236919459164,3735,5575,1171087,3735,0,0,212,4921,65471,0,0,654,0,0,0,0,0,0,0,0,0,0,4393,0,784,0,679
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame156,2016-05-23,1251936,0.028161982721161466,0.02620501367482044,-0.0019569690463410276,1565,4015,1205761,1565,46,0,1178,4015,31242,0,0,0,0,0,0,0,0,1753,0,326,0,265,4559,0,0,0,1226
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame161,2016-05-23,1251936,0.010181830381105744,0.008926175139943256,-0.0012556552411624872,950,2522,1203283,950,3,0,3495,1921,10225,0,0,601,0,0,0,0,0,725,0,151,0,2,17281,0,0,0,13299
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame169,2016-05-23,1251936,0.05118792014927281,0.05029809830534468,-0.0008898218439281277,2908,4022,1157254,2908,251,0,2938,3645,60062,0,0,377,0,0,0,0,0,1602,0,545,0,0,15077,0,0,0,7277
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame180,2016-05-23,1251936,0.07668443115303018,0.07204361884313575,-0.004640812309894438,3620,9430,1125322,3419,167,0,3786,5858,86574,0,0,3572,0,0,0,0,0,2536,188,331,0,1619,8593,13,0,0,9958
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame182,2016-05-23,1251936,0.03931111494517291,0.045035049715001406,0.005723934769828493,13104,5938,1114250,2032,157,0,5386,3767,43277,30,0,2141,0,0,0,0,0,7142,10962,6694,166,20350,16013,110,39,0,19420
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame197,2016-05-23,1251936,0.0,0.0003003348413976433,0.0003003348413976433,376,0,1246736,4,0,0,110,0,0,0,0,0,0,0,0,0,0,2498,372,231,0,243,1363,0,0,0,379
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame205,2016-05-23,1251936,0.03353765687702886,0.030259534033688622,-0.003278122843340236,2319,6423,1185267,2319,0,0,2893,3461,35564,4,0,2958,0,0,0,0,0,545,0,0,0,55,11318,0,0,0,7552
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame209,2016-05-23,1251936,0.05423759681006058,0.054343832272576234,0.00010623546251565391,3152,3019,1166383,3032,57,0,826,3017,64883,0,0,2,0,0,0,0,0,595,120,254,0,0,7345,0,0,0,5422
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame210,2016-05-23,1251936,0.03593953684533395,0.025046807504536972,-0.010892729340796978,3041,16678,1154204,1606,88,0,5435,3543,28316,1363,0,11772,0,0,0,0,0,2846,1280,65,0,490,9397,155,19,0,31357
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame214,2016-05-23,1251936,0.012057325614088898,0.011976650563607085,-8.067505048181371e-05,803,904,1227224,685,170,0,289,904,14191,0,0,0,0,0,0,0,0,5884,118,478,0,229,1368,0,0,0,396
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame215,2016-05-23,1251936,0.020675977046749994,0.020449927152825703,-0.00022604989392429123,1863,2146,1217245,1863,151,0,642,2146,23739,0,0,0,0,0,0,0,0,2504,0,418,0,3,2232,0,0,0,993
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame220,2016-05-23,1251936,0.03284512946348695,0.033190195025943815,0.00034506556245686437,2272,1840,1201252,1838,4,0,408,1840,39280,0,0,0,0,0,0,0,0,1016,434,18,0,31,4956,0,0,0,859
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame223,2016-05-23,1251936,0.07636891981698744,0.077958457940342,0.0015895381233545502,6649,4659,1148329,5617,15,0,2,4659,90950,0,0,0,0,0,0,0,0,1281,1032,51,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame232,2016-05-23,1251936,0.06822313600695243,0.06717995169082126,-0.0010431843161311655,4140,5446,1156276,4140,304,0,267,5446,79965,0,0,0,0,0,0,0,0,2083,0,855,0,95,1189,0,0,0,1316
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame234,2016-05-23,1251936,0.06772950054954886,0.06596343583058559,-0.0017660647189632755,4495,6706,1145072,4492,131,0,2194,5972,78087,0,0,734,0,0,0,0,0,4261,3,79,0,274,6026,0,0,0,4611
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame239,2016-05-23,1251936,0.01315163075428776,0.018010505329345908,0.004858874575058148,7703,1620,1224977,1944,223,0,3,1620,14845,0,0,0,0,0,0,0,0,2072,5759,493,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame242,2016-05-23,1251936,0.037803050635176236,0.03727426961122613,-0.0005287810239501048,1464,2126,1198322,1368,225,0,136,2126,45201,0,0,0,0,0,0,0,0,3713,96,339,0,410,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame246,2016-05-23,1251936,0.09077061447230529,0.09061325818572195,-0.00015735628658333778,4988,5185,1128250,4981,10,0,262,4953,108454,0,0,232,0,0,0,0,0,2696,0,0,0,0,1335,7,0,0,756
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame253,2016-05-23,1251936,0.050581659126345116,0.05049299644710273,-8.86626792423878e-05,3286,3397,1180144,3169,119,0,453,3397,59928,0,0,0,0,0,0,0,0,2656,117,190,0,141,1182,0,0,0,440
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame256,2016-05-23,1251936,0.08441326074176315,0.08337806405439256,-0.0010351966873705931,4520,5816,1130107,4520,80,0,908,5796,99864,0,0,20,0,0,0,0,0,1743,0,83,0,172,6046,0,0,0,2597
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame257,2016-05-23,1251936,0.05492213659484191,0.053626543209876545,-0.0012955933849653628,2910,4532,1175068,2910,134,0,335,3872,64227,0,0,660,0,0,0,0,0,1556,0,564,0,0,2269,0,0,0,341
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame258,2016-05-23,1251936,0.053157669401630754,0.05410100835825474,0.0009433389566239833,4429,3248,1175871,4254,201,0,40,3248,63302,0,0,0,0,0,0,0,0,3123,175,907,0,164,624,0,12,0,15
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame261,2016-05-23,1251936,0.07521950003834062,0.07636652352835928,0.0011470234900186616,5374,3938,1148301,5374,47,0,560,3938,90232,0,0,0,0,0,0,0,0,2408,0,442,0,634,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame269,2016-05-23,1251936,0.05744782480893592,0.05665065945863047,-0.0007971653503054468,3245,4243,1171581,3227,395,0,51,4243,67678,0,0,0,0,0,0,0,0,2992,18,750,0,399,575,0,27,0,0
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame276,2016-05-23,1251936,0.07116657720522455,0.07143016895432354,0.00026359174909898475,4195,3865,1155412,4172,253,0,59,3865,85231,0,0,0,0,0,0,0,0,2113,23,237,0,192,354,0,0,0,25
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame283,2016-05-23,1251936,0.05168794570968484,0.05720260460598625,0.005514658896301414,11634,4730,1140743,6296,1118,0,14742,4476,59980,0,0,254,0,0,0,0,0,10518,5323,1066,0,5374,1654,15,0,0,377
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame288,2016-05-23,1251936,0.038601813511233804,0.03893649515630192,0.0003346816450681134,3573,3154,1196595,3573,40,0,135,3154,45173,0,0,0,0,0,0,0,0,1212,0,144,0,0,1690,0,0,0,220
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame301,2016-05-23,1251936,0.018877961812744423,0.015456061651713825,-0.003421900161030597,945,5229,1176397,945,2,0,7006,3631,18405,407,0,1191,0,0,0,0,0,2298,0,11,0,185,17845,0,0,0,23613
M1,2016-05-23__bonirob_2016-05-23-10-37-10_0_frame304,2016-05-23,1251936,0.02194601001968152,0.021361315594407383,-0.0005846944252741355,2173,2905,1221221,2173,93,0,3,2554,24570,5,0,346,0,0,0,0,0,698,0,273,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame1,2016-05-23,1251936,0.07258438131022672,0.06546660532167778,-0.007117775988548944,744,9655,1091494,744,148,0,3129,6256,81216,0,0,3399,0,0,0,0,0,0,0,0,0,0,24309,0,972,0,40269
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame17,2016-05-23,1251936,0.06228673031209263,0.06407356286583339,0.0017868325537407637,6253,4016,1150045,864,21,0,218,3446,73963,0,0,570,0,0,0,0,0,0,0,0,0,0,7930,5389,391,0,9099
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame21,2016-05-23,1251936,0.04761505380466733,0.03928395700738696,-0.00833109679728037,576,11006,1191660,576,61,0,28,8429,48605,1422,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame27,2016-05-23,1251936,0.07143176648007565,0.06447454182961429,-0.006957224650461363,710,9420,1155292,692,6,0,288,6222,80008,0,0,3198,0,0,0,0,0,0,0,0,0,0,3886,18,377,0,1949
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame28,2016-05-23,1251936,0.06659925107992741,0.06400886307287273,-0.0025903880070546753,1094,4337,1163703,855,3,0,19,4311,79041,26,0,0,3093,239,350,0,296,0,0,0,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame30,2016-05-23,1251936,0.08099455563223679,0.0798858727602689,-0.0011086828719678865,2098,3486,1135472,1364,163,0,366,3486,97914,0,0,0,0,0,0,0,0,0,0,0,0,0,7988,734,298,0,4151
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame39,2016-05-23,1251936,0.0417281714081231,0.03912340566929939,-0.0026047657388237125,386,3647,1182456,386,91,0,800,3572,48594,0,0,75,0,0,0,0,0,0,0,0,0,0,8207,0,983,0,6772
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame48,2016-05-23,1251936,0.060513476727244844,0.058742619431025225,-0.001770857296219619,1249,3466,1156295,1249,46,0,935,3466,72293,0,0,0,0,0,0,0,0,0,0,0,0,0,8516,0,422,0,8714
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame49,2016-05-23,1251936,0.051084080975385325,0.04367395777419932,-0.007410123201186003,633,9910,1184261,625,5,0,412,5966,54044,0,0,3944,2003,8,0,0,668,0,0,0,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame53,2016-05-23,1251936,0.0,0.0820784768550469,0.0820784768550469,102757,0,727830,5195,5602,0,8610,0,0,0,0,0,60244,97562,301149,1,45743,0,0,0,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame54,2016-05-23,1251936,0.027587672213276078,0.0932324016563147,0.06564472944303862,82637,454,766848,5618,2229,0,2066,454,34084,0,0,0,64129,77019,256777,0,42712,0,0,0,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame58,2016-05-23,1251936,0.06889409682284078,0.06686763540628275,-0.0020264614165580314,1029,3566,1149961,1029,5,0,922,3311,82685,0,0,255,0,0,0,0,0,0,0,0,0,0,5258,0,400,0,8110
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame62,2016-05-23,1251936,0.022053843007949287,0.020119239322137872,-0.0019346036858114146,405,2827,1206034,237,34,0,429,2827,24783,0,0,0,0,0,0,0,0,0,0,0,0,0,8449,168,514,0,8461
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame66,2016-05-23,1251936,0.06108778723513023,0.05892873118114664,-0.002159056053983595,742,3445,1172590,742,14,0,17,3445,73033,0,0,0,1540,0,255,0,300,0,0,0,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame69,2016-05-23,1251936,0.0,0.09585793522991591,0.09585793522991591,120008,0,1090677,1571,44,0,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17408,118437,317,0,21894
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame79,2016-05-23,1251936,0.07098925184673976,0.0534164685734734,-0.017572783273266362,471,22471,1148440,471,0,0,935,12376,66403,0,0,10095,0,0,0,0,0,0,0,0,0,0,7465,0,13,0,5738
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame81,2016-05-23,1251936,0.09532436162870946,0.08855644377987373,-0.006767917848835722,1478,9951,1122498,1453,124,0,354,6523,109389,0,0,3428,0,0,0,0,0,0,0,0,0,0,4539,25,1427,0,2176
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame83,2016-05-23,1251936,0.0,0.11129882038698463,0.11129882038698463,139339,0,1087043,1540,49,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10028,137799,1,0,14439
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame88,2016-05-23,1251936,0.13025106714720242,0.1277086049127112,-0.0025424622344912273,2132,5315,1085924,2132,6,0,0,5315,157751,0,0,0,653,0,155,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame89,2016-05-23,1251936,0.09577007131354957,0.09280666104337602,-0.00296341027017355,1031,4741,1111508,1031,94,0,2530,3814,115157,0,0,927,0,0,0,0,0,0,0,0,0,0,5384,0,613,0,10878
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame94,2016-05-23,1251936,0.12082247015821895,0.1134283222145541,-0.007394147943664858,1385,10642,1078255,1385,7,0,1957,7336,140620,0,0,3306,0,0,0,0,0,0,0,0,0,0,7668,0,83,0,11319
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame96,2016-05-23,1251936,0.09648815913912533,0.09441936329013624,-0.0020687958489890856,1029,3619,1124084,1029,183,0,406,3619,117178,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,0,249,0,2529
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame104,2016-05-23,1251936,0.1289658576796258,0.12503993814380288,-0.003925919535822914,2390,7305,1083784,2390,29,0,183,6055,154152,0,0,1250,0,0,0,0,0,0,0,0,0,0,2166,0,108,0,1819
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame111,2016-05-23,1251936,0.05584390895381233,0.05462819185645273,-0.0012157170973596046,2254,3776,1167606,953,211,0,378,3776,66137,0,0,0,0,0,0,0,0,0,0,0,0,0,7208,1301,1145,0,3221
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame117,2016-05-23,1251936,0.07738494619533266,0.06438348286174374,-0.013001463333588925,664,16941,1137517,664,116,0,1396,9067,79940,0,0,7874,0,0,0,0,0,0,0,0,0,0,6534,0,798,0,8030
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame124,2016-05-23,1251936,0.10190297267591954,0.09935731538992408,-0.0025456572859954563,2232,5419,1117357,2003,170,0,91,5091,122157,0,0,328,2535,229,1128,0,847,0,0,0,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame125,2016-05-23,1251936,0.0,0.12315565651918309,0.12315565651918309,154183,0,1072910,2083,61,0,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12275,152100,489,0,10400
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame126,2016-05-23,1251936,0.10595988932341589,0.09518937070265572,-0.010770518620760172,2913,16397,1109414,1786,198,0,699,9987,116258,0,0,6410,0,0,0,0,0,0,0,0,0,0,3647,1127,614,0,1796
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame132,2016-05-23,1251936,0.06132422104644327,0.059535790966950386,-0.001788430079492885,860,3099,1164619,860,117,0,310,3099,73675,0,0,0,4414,0,1570,0,3272,0,0,0,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame135,2016-05-23,1251936,0.10391425759783247,0.07697518083991514,-0.026939076757917332,912,34638,1114756,912,51,0,303,18108,95456,0,0,16530,0,0,0,0,0,0,0,0,0,0,3305,0,512,0,2003
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame137,2016-05-23,1251936,0.10763649260026072,0.1065789305523605,-0.0010575620479002096,3388,4712,1111786,3388,71,0,5,4674,130042,0,0,38,1340,0,507,0,85,0,0,0,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame138,2016-05-23,1251936,0.10651822457378013,0.10768122332131994,0.0011629987475398063,4724,3268,1099210,1829,59,0,574,3242,130086,14,0,12,0,0,0,0,0,0,0,0,0,0,5625,2895,652,0,7738
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame139,2016-05-23,1251936,0.05465055721698234,0.055955735756460394,0.0013051785394780566,3931,2297,1174883,1349,30,0,77,2297,66122,0,0,0,0,0,0,0,0,0,0,0,0,0,3021,2582,577,0,998
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame140,2016-05-23,1251936,0.10496622830560029,0.1039797561536692,-0.0009864721519310948,2104,3339,1112153,2104,118,0,106,3314,128072,0,0,25,0,0,0,0,0,0,0,0,0,0,3771,0,449,0,1824
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame150,2016-05-23,1251936,0.04495437466451959,0.041915880683996626,-0.0030384939805229647,382,4186,1156970,382,17,0,1992,2752,52094,0,0,1434,13865,0,534,0,21896,0,0,0,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame154,2016-05-23,1251936,0.09725736778876876,0.09464701070981264,-0.002610357078956113,1431,4699,1126632,1431,109,0,14,4699,117061,0,0,0,1309,0,540,0,141,0,0,0,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame155,2016-05-23,1251936,0.12070185696393426,0.1202737200623674,-0.00042813690156685846,3193,3729,1092902,2896,114,0,78,3615,147382,0,0,114,2628,297,1786,0,124,0,0,0,0,0,0,0,0,0,0
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame158,2016-05-23,1251936,0.1013765879405976,0.1030292283311607,0.0016526403905630926,4914,2845,1112689,2204,127,0,76,2845,124072,0,0,0,0,0,0,0,0,0,0,0,0,0,3586,2710,926,0,2701
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame160,2016-05-23,1251936,0.09297520001022416,0.09117398972471437,-0.001801210285509794,2006,4261,1124131,1573,31,0,231,3512,112138,63,0,686,0,0,0,0,0,0,0,0,0,0,5621,433,1776,0,1741
M1,2016-05-23__bonirob_2016-05-23-10-42-16_1_frame164,2016-05-23,1251936,0.11251214119571608,0.1125305127418654,1.8371546149323348e-05,3969,3946,1101219,2897,104,0,38,3710,136912,0,0,236,3583,1072,1934,0,231,0,0,0,0,0,0,0,0,0,0
