image_id,acquisition_date,sequence_id,frame_index,n_valid_pixels,reference_crop_fraction,hard_crop_fraction,soft_crop_fraction,hard_signed_error,hard_absolute_error,hard_squared_error,soft_signed_error,soft_absolute_error,soft_squared_error
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame93,2016-05-23,bonirob_2016-05-23-10-37-10_0,93,1251936,0.001304379776601999,0.0013283426628837257,0.0013286835002917585,2.3962886281726813e-05,2.3962886281726813e-05,5.742199189509711e-10,2.4303723689759636e-05,2.4303723689759636e-05,5.906709851881837e-10
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame96,2016-05-23,bonirob_2016-05-23-10-37-10_0,96,1251936,0.006273483628556092,0.007103398256779899,0.006958002578174479,0.0008299146282238065,0.0008299146282238065,6.88758290139859e-07,0.0006845189496183868,0.0006845189496183868,4.6856619238665955e-07
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame97,2016-05-23,bonirob_2016-05-23-10-37-10_0,97,1251936,0.0017772473992280755,0.0020767834777496615,0.002401906090080705,0.0002995360785215859,0.0002995360785215859,8.972186233608968e-08,0.0006246586908526296,0.0006246586908526296,3.901984800577211e-07
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame102,2016-05-23,bonirob_2016-05-23-10-37-10_0,102,1251936,0.029696406206068043,0.029829799606369653,0.029749337508375925,0.00013339340030161032,0.00013339340030161032,1.7793799244025652e-08,5.2931302307882705e-05,5.2931302307882705e-05,2.801722764008469e-09
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame103,2016-05-23,bonirob_2016-05-23-10-37-10_0,103,1251936,0.01924858778723513,0.019544928814252484,0.01860842770905131,0.0002963410270173557,0.0002963410270173557,8.781800429370113e-08,-0.0006401600781838178,0.0006401600781838178,4.098049257003117e-07
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame113,2016-05-23,bonirob_2016-05-23-10-37-10_0,113,1251936,0.014313830738951512,0.014901720215729877,0.013824728434970337,0.0005878894767783645,0.0005878894767783645,3.4561403690673915e-07,-0.0004891023039811752,0.0004891023039811752,2.3922106375969394e-07
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame114,2016-05-23,bonirob_2016-05-23-10-37-10_0,114,1251936,0.012049337985328323,0.013726740025049203,0.012887508495039854,0.0016774020397208808,0.0016774020397208808,2.8136776028597716e-06,0.0008381705097115309,0.0008381705097115309,7.025298033500875e-07
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame117,2016-05-23,bonirob_2016-05-23-10-37-10_0,117,1251936,0.0008506824630013036,0.003692680776014109,0.003784507929961439,0.0028419983130128054,0.0028419983130128054,8.076954411167633e-06,0.002933825466960135,0.002933825466960135,8.607331870583856e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame125,2016-05-23,bonirob_2016-05-23-10-37-10_0,125,1251936,0.023097027324080463,0.024794398435702785,0.024228941384667337,0.001697371111622322,0.001697371111622322,2.8810686905699972e-06,0.0011319140605868735,0.0011319140605868735,1.2812294405542645e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame128,2016-05-23,bonirob_2016-05-23-10-37-10_0,128,1251936,0.023093832272576234,0.024917407918615648,0.024503100368657375,0.0018235756460394138,0.0018235756460394138,3.3254281368280657e-06,0.0014092680960811413,0.0014092680960811413,1.986036566632165e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame132,2016-05-23,bonirob_2016-05-23-10-37-10_0,132,1251936,0.04296625386601232,0.044249865807836825,0.04379791225567282,0.0012836119418245043,0.0012836119418245043,1.6476596171944746e-06,0.0008316583896604973,0.0008316583896604973,6.916556770926916e-07
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame139,2016-05-23,bonirob_2016-05-23-10-37-10_0,139,1251936,0.02433590854484574,0.025232919254658384,0.02493389383243764,0.0008970107098126429,0.0008970107098126429,8.046282135185814e-07,0.000597985287591897,0.000597985287591897,3.575864041763638e-07
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame143,2016-05-23,bonirob_2016-05-23-10-37-10_0,143,1251936,0.04456777343250773,0.04603669836157759,0.04517602345610838,0.0014689249290698592,0.0014689249290698592,2.157740447242891e-06,0.0006082500236006538,0.0006082500236006538,3.6996809121019597e-07
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame145,2016-05-23,bonirob_2016-05-23-10-37-10_0,145,1251936,0.019604037267080744,0.02118159394729443,0.020637668141970548,0.0015775566802136848,0.0015775566802136848,2.488685079286822e-06,0.0010336308748898036,0.0010336308748898036,1.068392785525461e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame150,2016-05-23,bonirob_2016-05-23-10-37-10_0,150,1251936,0.06277956700662014,0.06402803338189812,0.06399338351188426,0.001248466375277979,0.001248466375277979,1.5586682901997354e-06,0.0012138165052641148,0.0012138165052641148,1.4733505084515888e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame151,2016-05-23,bonirob_2016-05-23-10-37-10_0,151,1251936,0.06416302430795184,0.06442022595404238,0.06384149213221577,0.00025720164609054075,0.00025720164609054075,6.615268675168378e-08,-0.00032153217573607784,0.00032153217573607784,1.0338294003357604e-07
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame152,2016-05-23,bonirob_2016-05-23-10-37-10_0,152,1251936,0.056748907292385554,0.05784081614395624,0.05756481074618154,0.0010919088515706846,0.0010919088515706846,1.1922649401384112e-06,0.0008159034537959867,0.0008159034537959867,6.656984459162198e-07
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame156,2016-05-23,bonirob_2016-05-23-10-37-10_0,156,1251936,0.028161982721161466,0.027241009125067096,0.0269207208903845,-0.0009209735960943703,0.0009209735960943703,8.481923647029964e-07,-0.001241261830776965,0.001241261830776965,1.540730932543783e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame161,2016-05-23,bonirob_2016-05-23-10-37-10_0,161,1251936,0.010181830381105744,0.010266499245967845,0.010352835277987535,8.466886486210162e-05,8.466886486210162e-05,7.168816677036827e-09,0.0001710048968817917,0.0001710048968817917,2.9242674757552213e-08
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame169,2016-05-23,bonirob_2016-05-23-10-37-10_0,169,1251936,0.05118792014927281,0.05309217084579403,0.052421856071340416,0.0019042506965212258,0.0019042506965212258,3.626170715201574e-06,0.0012339359220676083,0.0012339359220676083,1.5225978597688387e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame180,2016-05-23,bonirob_2016-05-23-10-37-10_0,180,1251936,0.07668443115303018,0.08141310737929096,0.08065955353916271,0.004728676226260775,0.004728676226260775,2.2360378852803844e-05,0.003975122386132526,0.003975122386132526,1.580159798473195e-05
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame182,2016-05-23,bonirob_2016-05-23-10-37-10_0,182,1251936,0.03931111494517291,0.04409171075837742,0.04214992017345838,0.004780595813204509,0.004780595813204509,2.2854096329228484e-05,0.0028388052282854667,0.0028388052282854667,8.0588151241409e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame197,2016-05-23,bonirob_2016-05-23-10-37-10_0,197,1251936,0.0,0.0010735373054213634,0.001099806240305289,0.0010735373054213634,0.0010735373054213634,1.1524823461313616e-06,0.001099806240305289,0.001099806240305289,1.209573766214455e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame205,2016-05-23,bonirob_2016-05-23-10-37-10_0,205,1251936,0.03353765687702886,0.03534605602842318,0.03435990342064039,0.0018083991513943229,0.0018083991513943229,3.270307490763707e-06,0.0008222465436115295,0.0008222465436115295,6.760893784811069e-07
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame209,2016-05-23,bonirob_2016-05-23-10-37-10_0,209,1251936,0.05423759681006058,0.05670178028269816,0.05612021728388731,0.0024641834726375766,0.0024641834726375766,6.072200186820187e-06,0.0018826204738267294,0.0018826204738267294,3.544259848471579e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame210,2016-05-23,bonirob_2016-05-23-10-37-10_0,210,1251936,0.03593953684533395,0.04548714950284999,0.0419336637502524,0.009547612657516039,0.009547612657516039,9.115690745796048e-05,0.005994126904918448,0.005994126904918448,3.592955735226722e-05
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame214,2016-05-23,bonirob_2016-05-23-10-37-10_0,214,1251936,0.012057325614088898,0.01230254581703857,0.012193428008611354,0.0002452202029496718,0.0002452202029496718,6.013294793467823e-08,0.00013610239452245543,0.00013610239452245543,1.8523861794746106e-08
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame215,2016-05-23,bonirob_2016-05-23-10-37-10_0,215,1251936,0.020675977046749994,0.020494657873884926,0.02027247162930626,-0.0001813191728650687,0.0001813191728650687,3.287664244847267e-08,-0.0004035054174437343,0.0004035054174437343,1.6281662190644225e-07
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame220,2016-05-23,bonirob_2016-05-23-10-37-10_0,220,1251936,0.03284512946348695,0.03428130511463845,0.033942691065523466,0.0014361756511514986,0.0014361756511514986,2.0626005009604313e-06,0.0010975616020365148,0.0010975616020365148,1.2046414702649608e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame223,2016-05-23,bonirob_2016-05-23-10-37-10_0,223,1251936,0.07636891981698744,0.08007438079901848,0.07987386422274412,0.0037054609820310336,0.0037054609820310336,1.3730441089354392e-05,0.003504944405756674,0.003504944405756674,1.2284635287445006e-05
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame232,2016-05-23,bonirob_2016-05-23-10-37-10_0,232,1251936,0.06822313600695243,0.06839806507680904,0.06828095756918916,0.00017492906985661083,0.00017492906985661083,3.060017948089903e-08,5.782156223672896e-05,5.782156223672896e-05,3.343333059495921e-09
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame234,2016-05-23,bonirob_2016-05-23-10-37-10_0,234,1251936,0.06772950054954886,0.06993807990184801,0.06917652952965607,0.0022085793522991504,0.0022085793522991504,4.877822755402135e-06,0.0014470289801072067,0.0014470289801072067,2.093892869270103e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame239,2016-05-23,bonirob_2016-05-23-10-37-10_0,239,1251936,0.01315163075428776,0.018195818316591263,0.016915351792826966,0.005044187562303503,0.005044187562303503,2.5443828163697352e-05,0.003763721038539206,0.003763721038539206,1.416559605594264e-05
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame242,2016-05-23,bonirob_2016-05-23-10-37-10_0,242,1251936,0.037803050635176236,0.03808820898192879,0.037789787000057085,0.0002851583467525509,0.0002851583467525509,8.131528272264807e-08,-1.3263635119151185e-05,1.3263635119151185e-05,1.7592401657398067e-10
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame246,2016-05-23,bonirob_2016-05-23-10-37-10_0,246,1251936,0.09077061447230529,0.09424603174603174,0.09380315731198148,0.0034754172737264527,0.0034754172737264527,1.2078525226516208e-05,0.003032542839676189,0.003032542839676189,9.196316074471324e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame253,2016-05-23,bonirob_2016-05-23-10-37-10_0,253,1251936,0.050581659126345116,0.051710311070214454,0.05099403071300404,0.0011286519438693382,0.0011286519438693382,1.2738552104000358e-06,0.0004123715866589245,0.0004123715866589245,1.7005032548359885e-07
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame256,2016-05-23,bonirob_2016-05-23-10-37-10_0,256,1251936,0.08441326074176315,0.08696610689364312,0.08652981043686393,0.0025528461518799644,0.0025528461518799644,6.517023475168343e-06,0.002116549695100778,0.002116549695100778,4.4797826118311955e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame257,2016-05-23,bonirob_2016-05-23-10-37-10_0,257,1251936,0.05492213659484191,0.05594135802469136,0.055550251824043294,0.0010192214298494484,0.0010192214298494484,1.038812323064354e-06,0.0006281152292013856,0.0006281152292013856,3.9452874115470915e-07
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame258,2016-05-23,bonirob_2016-05-23-10-37-10_0,258,1251936,0.053157669401630754,0.05627524090688342,0.05563957891475064,0.0031175715052526656,0.0031175715052526656,9.719252090363371e-06,0.0024819095131198843,0.0024819095131198843,6.159874831314981e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame261,2016-05-23,bonirob_2016-05-23-10-37-10_0,261,1251936,0.07521950003834062,0.07871408762109246,0.07836081870350858,0.0034945875827518402,0.0034945875827518402,1.221214237352335e-05,0.0031413186651679664,0.0031413186651679664,9.867882956132654e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame269,2016-05-23,bonirob_2016-05-23-10-37-10_0,269,1251936,0.05744782480893592,0.057600388518262914,0.05738538518581029,0.00015256370932699437,0.00015256370932699437,2.3275685403611628e-08,-6.24396231256319e-05,6.24396231256319e-05,3.898706536070945e-09
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame276,2016-05-23,bonirob_2016-05-23-10-37-10_0,276,1251936,0.07116657720522455,0.07257799120721826,0.07241342867202696,0.0014114140019937105,0.0014114140019937105,1.992089485023902e-06,0.0012468514668024094,0.0012468514668024094,1.5546385802673199e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame283,2016-05-23,bonirob_2016-05-23-10-37-10_0,283,1251936,0.05168794570968484,0.056249680494849574,0.05665048886626075,0.004561734785164737,0.004561734785164737,2.0809424250181965e-05,0.004962543156575912,0.004962543156575912,2.4626834580878413e-05
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame288,2016-05-23,bonirob_2016-05-23-10-37-10_0,288,1251936,0.038601813511233804,0.04004757431689799,0.03965421116392545,0.0014457608056641855,0.0014457608056641855,2.0902243071947546e-06,0.0010523976526916473,0.0010523976526916473,1.1075408193908891e-06
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame301,2016-05-23,bonirob_2016-05-23-10-37-10_0,301,1251936,0.018877961812744423,0.019741424481762648,0.019727119942202373,0.0008634626690182251,0.0008634626690182251,7.455677807880769e-07,0.0008491581294579505,0.0008491581294579505,7.210695288245253e-07
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame304,2016-05-23,bonirob_2016-05-23-10-37-10_0,304,1251936,0.02194601001968152,0.02089723436341794,0.02105096904345254,-0.00104877565626358,0.00104877565626358,1.0999303771711028e-06,-0.0008950409762289793,0.0008950409762289793,8.010983491289243e-07
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame1,2016-05-23,bonirob_2016-05-23-10-42-16_1,1,1251936,0.07258438131022672,0.07290308769777369,0.07208606839698588,0.00031870638754696867,0.00031870638754696867,1.0157376146323859e-07,-0.0004983129132408448,0.0004983129132408448,2.4831575950257775e-07
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame17,2016-05-23,bonirob_2016-05-23-10-42-16_1,17,1251936,0.06228673031209263,0.06844918590087672,0.06788895936790292,0.006162455588784088,0.006162455588784088,3.797585888373624e-05,0.005602229055810287,0.005602229055810287,3.138497039376502e-05
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame21,2016-05-23,bonirob_2016-05-23-10-42-16_1,21,1251936,0.04761505380466733,0.03887578917772155,0.03841440727242507,-0.008739264626945784,0.008739264626945784,7.637474621978583e-05,-0.009200646532242257,0.009200646532242257,8.465189661126147e-05
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame27,2016-05-23,bonirob_2016-05-23-10-42-16_1,27,1251936,0.07143176648007565,0.07134949390384172,0.0705316428106295,-8.227257623392992e-05,8.227257623392992e-05,6.76877680016781e-09,-0.000900123669446154,0.000900123669446154,8.10222620297209e-07
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame28,2016-05-23,bonirob_2016-05-23-10-42-16_1,28,1251936,0.06659925107992741,0.06485714924724587,0.06476379056292737,-0.0017421018326815446,0.0017421018326815446,3.0349187954323964e-06,-0.001835460517000037,0.001835460517000037,3.3689153094660435e-06
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame30,2016-05-23,bonirob_2016-05-23-10-42-16_1,30,1251936,0.08099455563223679,0.08226458860516832,0.08152598027606983,0.0012700329729315313,0.0012700329729315313,1.6129837523333036e-06,0.000531424643833045,0.000531424643833045,2.8241215207307874e-07
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame39,2016-05-23,bonirob_2016-05-23-10-42-16_1,39,1251936,0.0417281714081231,0.04147176852490862,0.04088067780545686,-0.0002564028832144766,0.0002564028832144766,6.574243852069652e-08,-0.0008474936026662411,0.0008474936026662411,7.182454065602045e-07
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame48,2016-05-23,bonirob_2016-05-23-10-42-16_1,48,1251936,0.060513476727244844,0.06078106229072413,0.06029080021051398,0.0002675855634792848,0.0002675855634792848,7.160203378252635e-08,-0.00022267651673086447,0.00022267651673086447,4.9584831103390965e-08
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame49,2016-05-23,bonirob_2016-05-23-10-42-16_1,49,1251936,0.051084080975385325,0.05035720675817294,0.049299657878339107,-0.0007268742172123824,0.0007268742172123824,5.283461276481136e-07,-0.0017844230970462185,0.0017844230970462185,3.184165789272018e-06
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame53,2016-05-23,bonirob_2016-05-23-10-42-16_1,53,1251936,0.0,0.1055061920098152,0.09763141904131303,0.1055061920098152,0.1055061920098152,0.011131556552411994,0.09763141904131303,0.09763141904131303,0.009531893984020462
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame54,2016-05-23,bonirob_2016-05-23-10-42-16_1,54,1251936,0.027587672213276078,0.25835346215780997,0.238699890793423,0.2307657899445339,0.2307657899445339,0.05325284980872474,0.21111221858014692,0.21111221858014692,0.04456836883383173
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame58,2016-05-23,bonirob_2016-05-23-10-42-16_1,58,1251936,0.06889409682284078,0.06992849474733533,0.06951577552335694,0.0010343979244945428,0.0010343979244945428,1.069979066198618e-06,0.0006216787005161595,0.0006216787005161595,3.864844066754607e-07
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame62,2016-05-23,bonirob_2016-05-23-10-42-16_1,62,1251936,0.022053843007949287,0.02161372466324157,0.021294149001600052,-0.000440118344707717,0.000440118344707717,1.9370415734826078e-07,-0.0007596940063492354,0.0007596940063492354,5.771349832829521e-07
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame66,2016-05-23,bonirob_2016-05-23-10-42-16_1,66,1251936,0.06108778723513023,0.059856893643125526,0.0595097804489556,-0.001230893592004706,0.001230893592004706,1.5150990348382475e-06,-0.0015780067861746322,0.0015780067861746322,2.4901054172131916e-06
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame69,2016-05-23,bonirob_2016-05-23-10-42-16_1,69,1251936,0.0,0.10555571530813077,0.10381258712345678,0.10555571530813077,0.10555571530813077,0.01114200903421115,0.10381258712345678,0.10381258712345678,0.010777053245265305
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame79,2016-05-23,bonirob_2016-05-23-10-42-16_1,79,1251936,0.07098925184673976,0.06884377476164916,0.06673418970840689,-0.002145477085090608,0.002145477085090608,4.603071922648892e-06,-0.004255062138332877,0.004255062138332877,1.8105553801073956e-05
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame81,2016-05-23,bonirob_2016-05-23-10-42-16_1,81,1251936,0.09532436162870946,0.0963851187281139,0.0955404795664074,0.0010607570994044385,0.0010607570994044385,1.1252056239369178e-06,0.00021611793769794885,0.00021611793769794885,4.67069629948145e-08
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame83,2016-05-23,bonirob_2016-05-23-10-42-16_1,83,1251936,0.0,0.11953007182475782,0.11803900365631863,0.11953007182475782,0.11953007182475782,0.014287438070431762,0.11803900365631863,0.11803900365631863,0.013933206384176403
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame88,2016-05-23,bonirob_2016-05-23-10-42-16_1,88,1251936,0.13025106714720242,0.1311137310533446,0.1308381705270376,0.0008626639061421748,0.0008626639061421748,7.44189014960475e-07,0.0005871033798351966,0.0005871033798351966,3.446903786139111e-07
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame89,2016-05-23,bonirob_2016-05-23-10-42-16_1,89,1251936,0.09577007131354957,0.09782608695652174,0.0963580312280701,0.00205601564297217,0.00205601564297217,4.2272003241462655e-06,0.0005879599145205278,0.0005879599145205278,3.4569686108298633e-07
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame94,2016-05-23,bonirob_2016-05-23-10-42-16_1,94,1251936,0.12082247015821895,0.1251453748434425,0.1229385426646711,0.004322904685223533,0.004322904685223533,1.8687504917527574e-05,0.0021160725064521407,0.0021160725064521407,4.477762852562645e-06
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame96,2016-05-23,bonirob_2016-05-23-10-42-16_1,96,1251936,0.09648815913912533,0.09721982593359405,0.09685770425813509,0.0007316667944687189,0.0007316667944687189,5.353362981281305e-07,0.0003695451190097593,0.0003695451190097593,1.3656359498393715e-07
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame104,2016-05-23,bonirob_2016-05-23-10-42-16_1,104,1251936,0.1289658576796258,0.13262978299210182,0.13213716008047027,0.0036639253124760296,0.0036639253124760296,1.3424348695402572e-05,0.0031713024008444834,0.0031713024008444834,1.0057158917601985e-05
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame111,2016-05-23,bonirob_2016-05-23-10-42-16_1,111,1251936,0.05584390895381233,0.056216931216931214,0.05596090988855456,0.0003730222631188815,0.0003730222631188815,1.3914560878233205e-07,0.00011700093474222711,0.00011700093474222711,1.3689218730554888e-08
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame117,2016-05-23,bonirob_2016-05-23-10-42-16_1,117,1251936,0.07738494619533266,0.07642004064105513,0.07579186723403301,-0.0009649055542775287,0.0009649055542775287,9.310427286756248e-07,-0.0015930789612996488,0.0015930789612996488,2.5379005769355676e-06
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame124,2016-05-23,bonirob_2016-05-23-10-42-16_1,124,1251936,0.10190297267591954,0.10396218337039594,0.10343919105585471,0.002059210694476399,0.002059210694476399,4.240348684245972e-06,0.0015362183799351725,0.0015362183799351725,2.359966910850646e-06
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame125,2016-05-23,bonirob_2016-05-23-10-42-16_1,125,1251936,0.0,0.13608363366817472,0.13367022592093503,0.13608363366817472,0.13608363366817472,0.018518755352333976,0.13367022592093503,0.13367022592093503,0.01786772929775381
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame126,2016-05-23,bonirob_2016-05-23-10-42-16_1,126,1251936,0.10595988932341589,0.10647349385272091,0.10506763919729041,0.0005136045293050173,0.0005136045293050173,2.637896125226284e-07,-0.0008922501261254823,0.0008922501261254823,7.96110287570939e-07
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame132,2016-05-23,bonirob_2016-05-23-10-42-16_1,132,1251936,0.06132422104644327,0.06093362600005112,0.06077134672497892,-0.0003905950463921476,0.0003905950463921476,1.5256449026608393e-07,-0.00055287432146435,0.00055287432146435,3.0567001533466543e-07
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame135,2016-05-23,bonirob_2016-05-23-10-42-16_1,135,1251936,0.10391425759783247,0.09974391662193595,0.09712011956270834,-0.004170340975896525,0.004170340975896525,1.739174385524158e-05,-0.006794138035124131,0.006794138035124131,4.616031164032039e-05
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame137,2016-05-23,bonirob_2016-05-23-10-42-16_1,137,1251936,0.10763649260026072,0.10917331237379546,0.10861560054497132,0.001536819773534745,0.001536819773534745,2.361815016327385e-06,0.0009791079447106082,0.0009791079447106082,9.586523673954315e-07
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame138,2016-05-23,bonirob_2016-05-23-10-42-16_1,138,1251936,0.10651822457378013,0.11246341666027657,0.11095138611696766,0.005945192086496437,0.005945192086496437,3.534530894533986e-05,0.004433161543187528,0.004433161543187528,1.965292126799682e-05
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame139,2016-05-23,bonirob_2016-05-23-10-42-16_1,139,1251936,0.05465055721698234,0.059085288704853925,0.058246583986056075,0.004434731487871588,0.004434731487871588,1.9666843369519747e-05,0.0035960267690737374,0.0035960267690737374,1.2931408523894902e-05
