model_id,image_id,N_valid,reference_crop_fraction,predicted_crop_fraction,crop_TP,crop_FP,crop_FN,crop_TN,absolute_error,signed_error
M1,ave-0225-0010,2088409,0.00419936899333416,0.0015801502483469474,3177,123,5593,2079516,0.0026192187449872125,-0.0026192187449872125
M1,ave-0228-0020,2088740,0.002173080421689631,0.0067959631165200075,881,13314,3658,2070887,0.004622882694830376,0.004622882694830376
M1,ave-0301-0007,2088564,7.517126599903091e-05,0.0,0,0,157,2088407,7.517126599903091e-05,-7.517126599903091e-05
M1,ave-0312-0008,2088825,0.000533314183811473,0.0,0,0,1114,2087711,0.000533314183811473,-0.000533314183811473
M1,ave-0315-0008,2088688,0.0010576017097814513,0.014051883287499138,99,29251,2110,2057228,0.012994281577717688,0.012994281577717688
M1,ave-0319-0013,2088093,0.0008170134184636412,5.267964597362282e-06,0,11,1706,2086376,0.000811745453866279,-0.000811745453866279
M1,ave-0322-0006,2088692,0.0002489596359827107,4.787685307359821e-07,0,1,520,2088171,0.0002484808674519747,-0.0002484808674519747
M1,ave-0323-0007,2088837,0.00011776888287597357,7.65976473990072e-06,0,16,246,2088575,0.00011010911813607285,-0.00011010911813607285
M1,ave-0355-0010,2084818,0.0016639342139217908,9.593163527943446e-07,0,2,3469,2081347,0.0016629748975689966,-0.0016629748975689966
M1,ave-0358-0032,2088746,0.0070123413761175365,0.00567038787866021,10146,1698,4501,2072401,0.001341953497457326,-0.001341953497457326
M1,ave-0362-0025,2088960,0.0036185470281862747,0.0013633578431372548,2545,303,5014,2081098,0.00225518918504902,-0.00225518918504902
M1,ave-0364-0026,2086002,0.004195585622640822,0.0008600183508932397,1053,741,7699,2076509,0.003335567271747582,-0.003335567271747582
M1,ave-0365-0004,2088263,0.0008667490636955211,0.0008926078755405808,1281,583,529,2085870,2.5858811845059734e-05,2.5858811845059734e-05
M1,ave-0463-0002,2082861,0.03590109949727802,0.041549100011954714,69138,17403,5639,1990681,0.00564800051467669,0.00564800051467669
M1,ave-0464-0011,2088802,0.08147445282032476,0.09983090786010354,164893,43634,5291,1874984,0.018356455039778785,0.018356455039778785
M1,ave-0465-0002,2084269,0.06322504436807341,0.07944416003884336,123986,41597,7792,1910894,0.016219115670769946,0.016219115670769946
M1,ave-0466-0011,2088396,0.07420862709945815,0.08516488252228026,154326,23532,651,1909887,0.010956255422822109,0.010956255422822109
M1,ave-0479-0012,2088960,0.004188208486519608,0.00305941712622549,5296,1095,3453,2079116,0.001128791360294118,-0.001128791360294118
M1,ave-0480-0002,2087819,0.01260310400470539,0.015557862056049879,25104,7378,1209,2054128,0.0029547580513444895,0.0029547580513444895
M1,ave-0481-0002,2088419,0.04170571135389977,0.05441149501129802,84811,28823,2288,1972497,0.012705783657398252,0.012705783657398252
M1,ave-0486-0002,2088826,0.08169660852555455,0.09265012978582228,157030,36500,13620,1881676,0.010953521260267732,0.010953521260267732
M1,ave-0487-0002,2086519,0.133599550255713,0.15567171926064416,266932,57880,11826,1749881,0.02207216900493117,0.02207216900493117
M1,ave-0503-0011,2088960,0.12063275505514706,0.16015577129289216,251668,82891,329,1754072,0.039523016237745096,0.039523016237745096
M1,ave-0506-0007,2088275,0.08567597658354384,0.028908070057822845,23283,37085,155632,1872275,0.056767906525720994,-0.056767906525720994
M1,ave-0516-0012,2086368,0.07897743830426847,0.09139519011027776,157938,32746,6838,1888846,0.012417751806009292,0.012417751806009292
M1,ave-0519-0010,2088960,0.24727615655637256,0.2597890816482843,478742,63947,37808,1508463,0.012512925091911736,0.012512925091911736
M1,ave-0522-0002,2081156,0.04658276457891672,0.06365885113850187,78267,54217,18679,1929993,0.017076086559585146,0.017076086559585146
M1,ave-0523-0012,2088960,0.05670142080269608,0.060559321384803924,110279,16227,8168,1954286,0.0038579005821078455,0.0038579005821078455
M1,ave-0525-0011,2088079,0.1265105391127443,0.13473819716591182,255646,25698,8518,1798217,0.008227658053167525,0.008227658053167525
M1,ave-0546-0004,2088957,0.23128336294141047,0.2433310020263701,428418,79890,54723,1525926,0.012047639084959622,0.012047639084959622
M1,ave-0553-0002,2088827,0.2018228412405623,0.1995737320515294,329175,87700,92398,1579554,0.0022491091890328996,-0.0022491091890328996
M1,ave-0571-0011,2088960,0.09918476179534313,0.12232450597426471,202698,52833,4495,1828934,0.023139744178921576,0.023139744178921576
M1,ave-0605-0002,2088960,0.31410558363970587,0.26489640778186274,497349,56009,158805,1376797,0.049209175857843124,-0.049209175857843124
M1,ave-0606-0004,2085143,0.023982527817037008,0.031606944943344414,46337,19568,3670,2015568,0.007624417126307407,0.007624417126307407
M2,ave-0007-0000,2081067,0.0028105774585825446,0.002030208542060395,0,4225,5849,2070993,0.0007803689165221494,-0.0007803689165221494
M2,ave-0032-0006,2070507,0.014721515068531523,0.004127008505646202,8165,380,22316,2039646,0.010594506562885322,-0.010594506562885322
M2,ave-0037-0015,2087959,0.019690041806376467,0.021266701118173297,37446,6958,3666,2039889,0.001576659311796829,0.001576659311796829
M2,ave-0042-0008,2087665,0.003457451267324978,0.0004421207425520857,923,0,6295,2080447,0.0030153305247728923,-0.0030153305247728923
M2,ave-0065-0014,2088329,0.044867930292592784,0.01964632967315016,40188,840,53511,1993790,0.025221600619442622,-0.025221600619442622
M2,ave-0083-0014,2088434,0.019657312608394616,0.015556632385797206,29751,2738,11302,2044643,0.00410068022259741,-0.00410068022259741
M2,ave-0084-0011,2088453,0.036356097072809394,0.02283412650416361,37083,10605,38845,2001920,0.013521970568645784,-0.013521970568645784
M2,ave-0088-0010,2088711,0.1421216242936433,0.1313192681993823,258056,16232,38795,1775628,0.010802356094261,-0.010802356094261
M2,ave-0092-0008,2087536,0.08851535973511356,0.05057924749561205,105154,432,79625,1902325,0.0379361122395015,-0.0379361122395015
M2,ave-0118-0030,2088960,0.0009215111825980392,0.03388576133578431,0,70786,1925,2016249,0.03296425015318627,0.03296425015318627
M2,ave-0199-0011,2088960,0.005077167585784314,0.0,0,0,10606,2078354,0.005077167585784314,-0.005077167585784314
M2,ave-0202-0010,2088635,0.008407404836172907,0.004858196860629071,8746,1401,8814,2069674,0.0035492079755438362,-0.0035492079755438362
M2,ave-0203-0006,2088823,0.0025430589379760757,0.0013002537792814422,2433,283,2879,2083228,0.0012428051586946334,-0.0012428051586946334
M2,ave-0204-0005,2086582,0.0038416894231810684,0.0022007282723612107,3969,623,4047,2077943,0.0016409611508198577,-0.0016409611508198577
M2,ave-0225-0010,2088409,0.00419936899333416,0.001140102345852752,2307,74,6463,2079565,0.0030592666474814076,-0.0030592666474814076
M2,ave-0228-0020,2088740,0.002173080421689631,0.007427923054090025,0,15515,4539,2068686,0.005254842632400394,0.005254842632400394
M2,ave-0301-0007,2088564,7.517126599903091e-05,0.0,0,0,157,2088407,7.517126599903091e-05,-7.517126599903091e-05
M2,ave-0312-0008,2088825,0.000533314183811473,0.0,0,0,1114,2087711,0.000533314183811473,-0.000533314183811473
M2,ave-0315-0008,2088688,0.0010576017097814513,0.0008191745248692002,0,1711,2209,2084768,0.00023842718491225113,-0.00023842718491225113
M2,ave-0319-0013,2088093,0.0008170134184636412,0.0,0,0,1706,2086387,0.0008170134184636412,-0.0008170134184636412
M2,ave-0322-0006,2088692,0.0002489596359827107,0.0,0,0,520,2088172,0.0002489596359827107,-0.0002489596359827107
M2,ave-0323-0007,2088837,0.00011776888287597357,0.0,0,0,246,2088591,0.00011776888287597357,-0.00011776888287597357
M2,ave-0355-0010,2084818,0.0016639342139217908,0.0,0,0,3469,2081349,0.0016639342139217908,-0.0016639342139217908
M2,ave-0358-0032,2088746,0.0070123413761175365,0.0039770273647442055,7116,1191,7531,2072908,0.003035314011373331,-0.003035314011373331
M2,ave-0362-0025,2088960,0.0036185470281862747,0.0011833639705882352,1732,740,5827,2080661,0.0024351830575980397,-0.0024351830575980397
M2,ave-0364-0026,2086002,0.004195585622640822,0.0,0,0,8752,2077250,0.004195585622640822,-0.004195585622640822
M2,ave-0365-0004,2088263,0.0008667490636955211,0.0011128866431096083,1440,884,370,2085569,0.00024613757941408724,0.00024613757941408724
M2,ave-0463-0002,2082861,0.03590109949727802,0.024812985600095254,45851,5831,28926,2002253,0.01108811389718277,-0.01108811389718277
M2,ave-0464-0011,2088802,0.08147445282032476,0.06372217184778643,118224,14879,51960,1903739,0.017752280972538323,-0.017752280972538323
M2,ave-0465-0002,2084269,0.06322504436807341,0.046039642675681496,83726,12233,48052,1940258,0.017185401692391918,-0.017185401692391918
M2,ave-0466-0011,2088396,0.07420862709945815,0.07147590782591041,139360,9910,15617,1923509,0.0027327192735477346,-0.0027327192735477346
M2,ave-0479-0012,2088960,0.004188208486519608,0.0005002489276960784,978,67,7771,2080144,0.0036879595588235298,-0.0036879595588235298
M2,ave-0480-0002,2087819,0.01260310400470539,0.010441039189699873,19352,2447,6961,2059059,0.002162064815005516,-0.002162064815005516
M2,ave-0481-0002,2088419,0.04170571135389977,0.03855308728756059,71467,9048,15632,1992272,0.003152624066339177,-0.003152624066339177
M2,ave-0486-0002,2088826,0.08169660852555455,0.05091041570719629,97091,9252,73559,1908924,0.03078619281835826,-0.03078619281835826
M2,ave-0487-0002,2086519,0.133599550255713,0.12564179861290503,238912,23242,39846,1784519,0.007957751642807959,-0.007957751642807959
M2,ave-0503-0011,2088960,0.12063275505514706,0.1259732115502451,232468,30685,19529,1806278,0.005340456495098039,0.005340456495098039
M2,ave-0506-0007,2088275,0.08567597658354384,0.014717410302761849,21880,8854,157035,1900506,0.070958566280782,-0.070958566280782
M2,ave-0516-0012,2086368,0.07897743830426847,0.07115858755502386,136847,11616,27929,1909976,0.007818850749244613,-0.007818850749244613
M2,ave-0519-0010,2088960,0.24727615655637256,0.18778004365808823,372310,19955,144240,1552455,0.059496112898284326,-0.059496112898284326
M2,ave-0522-0002,2081156,0.04658276457891672,0.035403400802246444,61707,11973,35239,1972237,0.011179363776670274,-0.011179363776670274
M2,ave-0523-0012,2088960,0.05670142080269608,0.0479037415747549,95566,4503,22881,1966010,0.008797679227941176,-0.008797679227941176
M2,ave-0525-0011,2088079,0.1265105391127443,0.093915029076965,189211,6891,74953,1817024,0.03259551003577929,-0.03259551003577929
M2,ave-0546-0004,2088957,0.23128336294141047,0.0810050182938184,163346,5870,319795,1599946,0.15027834464759207,-0.15027834464759207
M2,ave-0553-0002,2088827,0.2018228412405623,0.051721372808758215,100485,7552,321088,1659702,0.15010146843180408,-0.15010146843180408
M2,ave-0571-0011,2088960,0.09918476179534313,0.0741076899509804,141858,12950,65335,1868817,0.02507707184436274,-0.02507707184436274
M2,ave-0605-0002,2088960,0.31410558363970587,0.07020574831495098,138871,7786,517283,1425020,0.2438998353247549,-0.2438998353247549
M2,ave-0606-0004,2085143,0.023982527817037008,0.015563440972633532,28391,4061,21616,2031075,0.008419086844403475,-0.008419086844403475
M3,ave-0007-0000,2081067,0.0028105774585825446,0.0,0,0,5849,2075218,0.0028105774585825446,-0.0028105774585825446
M3,ave-0032-0006,2070507,0.014721515068531523,0.0022912262552118876,4631,113,25850,2039913,0.012430288813319635,-0.012430288813319635
M3,ave-0037-0015,2087959,0.019690041806376467,0.015719657330436086,30536,2286,10576,2044561,0.003970384475940381,-0.003970384475940381
M3,ave-0042-0008,2087665,0.003457451267324978,0.0,0,0,7218,2080447,0.003457451267324978,-0.003457451267324978
M3,ave-0065-0014,2088329,0.044867930292592784,0.010119574070943802,20498,635,73201,1993995,0.034748356221648985,-0.034748356221648985
M3,ave-0083-0014,2088434,0.019657312608394616,0.008662950325459173,17620,472,23433,2046909,0.010994362282935443,-0.010994362282935443
M3,ave-0084-0011,2088453,0.036356097072809394,0.01692401026022611,28449,6896,47479,2005629,0.019432086812583283,-0.019432086812583283
M3,ave-0088-0010,2088711,0.1421216242936433,0.046961499221290066,91750,6339,205101,1785521,0.09516012507235325,-0.09516012507235325
M3,ave-0092-0008,2087536,0.08851535973511356,0.01554655823899564,32425,29,152354,1902728,0.07296880149611791,-0.07296880149611791
M3,ave-0118-0030,2088960,0.0009215111825980392,0.027197265625,0,56814,1925,2030221,0.02627575444240196,0.02627575444240196
M3,ave-0199-0011,2088960,0.005077167585784314,0.0,0,0,10606,2078354,0.005077167585784314,-0.005077167585784314
M3,ave-0202-0010,2088635,0.008407404836172907,0.0,0,0,17560,2071075,0.008407404836172907,-0.008407404836172907
M3,ave-0203-0006,2088823,0.0025430589379760757,0.0,0,0,5312,2083511,0.0025430589379760757,-0.0025430589379760757
M3,ave-0204-0005,2086582,0.0038416894231810684,0.0006201529582829719,1290,4,6726,2078562,0.0032215364648980967,-0.0032215364648980967
M3,ave-0225-0010,2088409,0.00419936899333416,0.0008743498040853109,1809,17,6961,2079622,0.003325019189248849,-0.003325019189248849
M3,ave-0228-0020,2088740,0.002173080421689631,0.0,0,0,4539,2084201,0.002173080421689631,-0.002173080421689631
M3,ave-0301-0007,2088564,7.517126599903091e-05,0.0,0,0,157,2088407,7.517126599903091e-05,-7.517126599903091e-05
M3,ave-0312-0008,2088825,0.000533314183811473,0.0,0,0,1114,2087711,0.000533314183811473,-0.000533314183811473
M3,ave-0315-0008,2088688,0.0010576017097814513,0.0004131780332917123,0,863,2209,2085616,0.000644423676489739,-0.000644423676489739
M3,ave-0319-0013,2088093,0.0008170134184636412,0.0,0,0,1706,2086387,0.0008170134184636412,-0.0008170134184636412
M3,ave-0322-0006,2088692,0.0002489596359827107,0.0,0,0,520,2088172,0.0002489596359827107,-0.0002489596359827107
M3,ave-0323-0007,2088837,0.00011776888287597357,0.0,0,0,246,2088591,0.00011776888287597357,-0.00011776888287597357
M3,ave-0355-0010,2084818,0.0016639342139217908,4.796581763971723e-07,0,1,3469,2081348,0.0016634545557453937,-0.0016634545557453937
M3,ave-0358-0032,2088746,0.0070123413761175365,0.00027001847041239097,564,0,14083,2074099,0.006742322905705146,-0.006742322905705146
M3,ave-0362-0025,2088960,0.0036185470281862747,0.0,0,0,7559,2081401,0.0036185470281862747,-0.0036185470281862747
M3,ave-0364-0026,2086002,0.004195585622640822,0.0,0,0,8752,2077250,0.004195585622640822,-0.004195585622640822
M3,ave-0365-0004,2088263,0.0008667490636955211,0.0005827810002858835,978,239,832,2086214,0.00028396806340963757,-0.00028396806340963757
M3,ave-0463-0002,2082861,0.03590109949727802,0.008467199683512247,16102,1534,58675,2006550,0.027433899813765775,-0.027433899813765775
M3,ave-0464-0011,2088802,0.08147445282032476,0.033127122628185915,60212,8984,109972,1909634,0.04834733019213884,-0.04834733019213884
M3,ave-0465-0002,2084269,0.06322504436807341,0.0410009456552873,69257,16200,62521,1936291,0.022224098712786113,-0.022224098712786113
M3,ave-0466-0011,2088396,0.07420862709945815,0.07007004418702201,134454,11880,20523,1921539,0.004138582912436142,-0.004138582912436142
M3,ave-0479-0012,2088960,0.004188208486519608,0.0,0,0,8749,2080211,0.004188208486519608,-0.004188208486519608
M3,ave-0480-0002,2087819,0.01260310400470539,0.006633716811658482,12684,1166,13629,2060340,0.005969387193046907,-0.005969387193046907
M3,ave-0481-0002,2088419,0.04170571135389977,0.037012687588075,66703,10595,20396,1990725,0.004693023765824769,-0.004693023765824769
M3,ave-0486-0002,2088826,0.08169660852555455,0.05779562299588381,104376,16349,66274,1901827,0.023900985529670737,-0.023900985529670737
M3,ave-0487-0002,2086519,0.133599550255713,0.13821872698020005,250541,37855,28217,1769906,0.004619176724487056,0.004619176724487056
M3,ave-0503-0011,2088960,0.12063275505514706,0.14642501531862745,249713,56163,2284,1780800,0.025792260263480388,0.025792260263480388
M3,ave-0506-0007,2088275,0.08567597658354384,0.01448372460523638,21695,8551,157220,1900809,0.07119225197830746,-0.07119225197830746
M3,ave-0516-0012,2086368,0.07897743830426847,0.07227344361109833,138137,12652,26639,1908940,0.006703994693170137,-0.006703994693170137
M3,ave-0519-0010,2088960,0.24727615655637256,0.166128599877451,312720,34316,203830,1538094,0.08114755667892157,-0.08114755667892157
M3,ave-0522-0002,2081156,0.04658276457891672,0.03162280963080134,52750,13062,44196,1971148,0.014959954948115375,-0.014959954948115375
M3,ave-0523-0012,2088960,0.05670142080269608,0.04455518535539216,86379,6695,32068,1963818,0.012146235447303921,-0.012146235447303921
M3,ave-0525-0011,2088079,0.1265105391127443,0.06605305642171584,132393,5531,131771,1818384,0.06045748269102845,-0.06045748269102845
M3,ave-0546-0004,2088957,0.23128336294141047,0.0396202506801241,76753,6012,406388,1599804,0.19166311226128638,-0.19166311226128638
M3,ave-0553-0002,2088827,0.2018228412405623,0.04449578639111808,82089,10855,339484,1656399,0.1573270548494442,-0.1573270548494442
M3,ave-0571-0011,2088960,0.09918476179534313,0.06413717830882353,119366,14614,87827,1867153,0.03504758348651961,-0.03504758348651961
M3,ave-0605-0002,2088960,0.31410558363970587,0.08493508731617647,161462,15964,494692,1416842,0.2291704963235294,-0.2291704963235294
M3,ave-0606-0004,2085143,0.023982527817037008,0.01211187913730617,21169,4086,28838,2031050,0.011870648679730837,-0.011870648679730837
M4,ave-0007-0000,2081067,0.0028105774585825446,0.004808590977609082,951,9056,4898,2066162,0.0019980135190265373,0.0019980135190265373
M4,ave-0032-0006,2070507,0.014721515068531523,0.0041612996237153504,6965,1651,23516,2038375,0.010560215444816173,-0.010560215444816173
M4,ave-0037-0015,2087959,0.019690041806376467,0.02200570030350213,38132,7815,2980,2039032,0.0023156584971256618,0.0023156584971256618
M4,ave-0042-0008,2087665,0.003457451267324978,0.0016171176889012366,3224,152,3994,2080295,0.0018403335784237414,-0.0018403335784237414
M4,ave-0065-0014,2088329,0.044867930292592784,0.014383270069036056,26921,3116,66778,1991514,0.030484660223556725,-0.030484660223556725
M4,ave-0083-0014,2088434,0.019657312608394616,0.011703506072013767,22564,1878,18489,2045503,0.007953806536380848,-0.007953806536380848
M4,ave-0084-0011,2088453,0.036356097072809394,0.030025573953543605,40077,22630,35851,1989895,0.006330523119265789,-0.006330523119265789
M4,ave-0088-0010,2088711,0.1421216242936433,0.08406285024591723,162104,13479,134747,1778381,0.05805877404772608,-0.05805877404772608
M4,ave-0092-0008,2087536,0.08851535973511356,0.0260091322975987,54013,282,130766,1902475,0.06250622743751486,-0.06250622743751486
M4,ave-0118-0030,2088960,0.0009215111825980392,0.02411678538602941,0,50379,1925,2036656,0.02319527420343137,0.02319527420343137
M4,ave-0199-0011,2088960,0.005077167585784314,0.0,0,0,10606,2078354,0.005077167585784314,-0.005077167585784314
M4,ave-0202-0010,2088635,0.008407404836172907,0.005226858690005673,9485,1432,8075,2069643,0.003180546146167234,-0.003180546146167234
M4,ave-0203-0006,2088823,0.0025430589379760757,0.0018412282898072263,3197,649,2115,2082862,0.0007018306481688494,-0.0007018306481688494
M4,ave-0204-0005,2086582,0.0038416894231810684,0.0016850523966946902,3469,47,4547,2078519,0.0021566370264863785,-0.0021566370264863785
M4,ave-0225-0010,2088409,0.00419936899333416,0.0008168897950545128,1654,52,7116,2079587,0.003382479198279647,-0.003382479198279647
M4,ave-0228-0020,2088740,0.002173080421689631,0.0017278359202198455,0,3609,4539,2080592,0.00044524450146978564,-0.00044524450146978564
M4,ave-0301-0007,2088564,7.517126599903091e-05,0.0,0,0,157,2088407,7.517126599903091e-05,-7.517126599903091e-05
M4,ave-0312-0008,2088825,0.000533314183811473,0.0,0,0,1114,2087711,0.000533314183811473,-0.000533314183811473
M4,ave-0315-0008,2088688,0.0010576017097814513,0.0031057774066782593,0,6487,2209,2079992,0.002048175696896808,0.002048175696896808
M4,ave-0319-0013,2088093,0.0008170134184636412,0.0,0,0,1706,2086387,0.0008170134184636412,-0.0008170134184636412
M4,ave-0322-0006,2088692,0.0002489596359827107,0.0,0,0,520,2088172,0.0002489596359827107,-0.0002489596359827107
M4,ave-0323-0007,2088837,0.00011776888287597357,0.0,0,0,246,2088591,0.00011776888287597357,-0.00011776888287597357
M4,ave-0355-0010,2084818,0.0016639342139217908,0.0,0,0,3469,2081349,0.0016639342139217908,-0.0016639342139217908
M4,ave-0358-0032,2088746,0.0070123413761175365,0.005770447914681823,10406,1647,4241,2072452,0.0012418934614357134,-0.0012418934614357134
M4,ave-0362-0025,2088960,0.0036185470281862747,0.00253140318627451,4391,897,3168,2080504,0.0010871438419117647,-0.0010871438419117647
M4,ave-0364-0026,2086002,0.004195585622640822,0.0014976016322132,568,2556,8184,2074694,0.0026979839904276216,-0.0026979839904276216
M4,ave-0365-0004,2088263,0.0008667490636955211,0.0007211735303455551,1243,263,567,2086190,0.00014557553334996597,-0.00014557553334996597
M4,ave-0463-0002,2082861,0.03590109949727802,0.03128101203104768,56051,9103,18726,1998981,0.004620087466230341,-0.004620087466230341
M4,ave-0464-0011,2088802,0.08147445282032476,0.09175019939659192,160457,31191,9727,1887427,0.010275746576267161,0.010275746576267161
M4,ave-0465-0002,2084269,0.06322504436807341,0.06843070640114111,114403,28225,17375,1924266,0.005205662033067701,0.005205662033067701
M4,ave-0466-0011,2088396,0.07420862709945815,0.07986751554781756,150698,16097,4279,1917322,0.005658888448359406,0.005658888448359406
M4,ave-0479-0012,2088960,0.004188208486519608,0.00030397901348039216,576,59,8173,2080152,0.0038842294730392158,-0.0038842294730392158
M4,ave-0480-0002,2087819,0.01260310400470539,0.013033217917836747,23712,3499,2601,2058007,0.00043011391313135805,0.00043011391313135805
M4,ave-0481-0002,2088419,0.04170571135389977,0.04517101213884762,81424,12912,5675,1988408,0.0034653007849478473,0.0034653007849478473
M4,ave-0486-0002,2088826,0.08169660852555455,0.07742435224379628,139390,22336,31260,1895840,0.0042722562817582715,-0.0042722562817582715
M4,ave-0487-0002,2086519,0.133599550255713,0.14968711044567531,266040,46285,12718,1761476,0.016087560189962324,0.016087560189962324
M4,ave-0503-0011,2088960,0.12063275505514706,0.148055970435049,250400,58883,1597,1778080,0.027423215379901944,0.027423215379901944
M4,ave-0506-0007,2088275,0.08567597658354384,0.01719409560522441,23043,12863,155872,1896497,0.06848188097831943,-0.06848188097831943
M4,ave-0516-0012,2086368,0.07897743830426847,0.07919072761852175,147459,17762,17317,1903830,0.00021328931425328157,0.00021328931425328157
M4,ave-0519-0010,2088960,0.24727615655637256,0.23740521599264705,451889,44041,64661,1528369,0.009870940563725505,-0.009870940563725505
M4,ave-0522-0002,2081156,0.04658276457891672,0.046439574928549325,67331,29317,29615,1954893,0.00014318965036739378,-0.00014318965036739378
M4,ave-0523-0012,2088960,0.05670142080269608,0.053219784007352944,101889,9285,16558,1961228,0.003481636795343135,-0.003481636795343135
M4,ave-0525-0011,2088079,0.1265105391127443,0.1285703270805367,251187,17278,12977,1806637,0.002059787967792409,0.002059787967792409
M4,ave-0546-0004,2088957,0.23128336294141047,0.1755282660198367,331726,34945,151415,1570871,0.055755096921573766,-0.055755096921573766
M4,ave-0553-0002,2088827,0.2018228412405623,0.11417269118026528,198611,39876,222962,1627378,0.08765015006029701,-0.08765015006029701
M4,ave-0571-0011,2088960,0.09918476179534313,0.10762341069240196,193285,31536,13908,1850231,0.008438648897058823,0.008438648897058823
M4,ave-0605-0002,2088960,0.31410558363970587,0.2172674440870098,413401,40462,242753,1392344,0.09683813955269607,-0.09683813955269607
M4,ave-0606-0004,2085143,0.023982527817037008,0.02572245644543324,42437,11198,7570,2023938,0.0017399286283962326,0.0017399286283962326
M5,ave-0007-0000,2081067,0.0028105774585825446,0.01018371825606768,25,21168,5824,2054050,0.0073731407974851355,0.0073731407974851355
M5,ave-0032-0006,2070507,0.014721515068531523,0.003897113122534722,6728,1341,23753,2038685,0.0108244019459968,-0.0108244019459968
M5,ave-0037-0015,2087959,0.019690041806376467,0.02172216983187888,37107,8248,4005,2038599,0.0020321280255024138,0.0020321280255024138
M5,ave-0042-0008,2087665,0.003457451267324978,0.0010514139002186654,2162,33,5056,2080414,0.0024060373671063126,-0.0024060373671063126
M5,ave-0065-0014,2088329,0.044867930292592784,0.008190280362912165,16129,975,77570,1993655,0.03667764992968062,-0.03667764992968062
M5,ave-0083-0014,2088434,0.019657312608394616,0.007577926810231973,14554,1272,26499,2046109,0.012079385798162642,-0.012079385798162642
M5,ave-0084-0011,2088453,0.036356097072809394,0.022743628896604327,28261,19238,47667,1993287,0.013612468176205067,-0.013612468176205067
M5,ave-0088-0010,2088711,0.1421216242936433,0.08321543765508967,161309,12504,135542,1779356,0.05890618663855364,-0.05890618663855364
M5,ave-0092-0008,2087536,0.08851535973511356,0.009784741436794383,20416,10,164363,1902747,0.07873061829831918,-0.07873061829831918
M5,ave-0118-0030,2088960,0.0009215111825980392,0.017969228707107845,0,37537,1925,2049498,0.017047717524509804,0.017047717524509804
M5,ave-0199-0011,2088960,0.005077167585784314,4.787071078431372e-07,0,1,10606,2078353,0.00507668887867647,-0.00507668887867647
M5,ave-0202-0010,2088635,0.008407404836172907,0.005079393958255032,9898,711,7662,2070364,0.003328010877917875,-0.003328010877917875
M5,ave-0203-0006,2088823,0.0025430589379760757,0.0010637569578657454,2077,145,3235,2083366,0.0014793019801103303,-0.0014793019801103303
M5,ave-0204-0005,2086582,0.0038416894231810684,0.001192380649310691,1517,971,6499,2077595,0.0026493087738703775,-0.0026493087738703775
M5,ave-0225-0010,2088409,0.00419936899333416,0.0009682011521689477,1991,31,6779,2079608,0.003231167841165212,-0.003231167841165212
M5,ave-0228-0020,2088740,0.002173080421689631,0.00105613910778747,242,1964,4297,2082237,0.0011169413139021612,-0.0011169413139021612
M5,ave-0301-0007,2088564,7.517126599903091e-05,0.0,0,0,157,2088407,7.517126599903091e-05,-7.517126599903091e-05
M5,ave-0312-0008,2088825,0.000533314183811473,0.0,0,0,1114,2087711,0.000533314183811473,-0.000533314183811473
M5,ave-0315-0008,2088688,0.0010576017097814513,0.005916632833625702,0,12358,2209,2074121,0.004859031123844251,0.004859031123844251
M5,ave-0319-0013,2088093,0.0008170134184636412,1.1972646812187005e-05,0,25,1706,2086362,0.0008050407716514542,-0.0008050407716514542
