image_id,acquisition_date,model_development_split
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame39,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame48,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame49,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame53,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame54,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame58,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame62,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame66,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame69,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame79,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame81,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame83,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame88,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame89,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame94,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame96,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame104,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame111,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame117,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame124,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame125,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame126,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame132,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame135,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame137,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame138,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame139,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame140,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame150,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame154,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame155,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame158,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame160,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame164,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame180,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame185,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame187,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame189,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame193,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame194,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame200,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame204,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame217,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame218,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame219,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame230,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame231,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame232,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame240,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame253,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame254,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame261,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame266,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame274,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame277,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame280,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame281,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame286,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame292,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame293,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame294,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame295,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame304,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame7,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame15,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame24,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame26,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame43,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame44,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame47,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame67,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame68,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame69,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame70,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame78,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame82,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame86,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame89,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame91,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame95,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame99,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame102,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame104,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame115,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame133,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame139,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame140,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame143,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame144,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame146,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame157,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame163,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame175,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame190,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame191,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame200,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame206,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame207,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame209,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame215,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame218,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame220,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame221,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame231,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame236,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame238,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame239,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame244,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame248,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame254,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame256,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame259,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame268,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame269,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame285,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame289,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame297,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame300,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame304,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame1,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame6,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame8,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame15,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame19,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame26,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame29,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame32,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame34,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame36,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame48,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame65,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame67,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame73,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame83,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame85,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame89,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame96,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame101,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame103,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame105,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame119,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame120,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame123,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame124,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame126,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame129,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame134,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame138,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame142,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame145,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame150,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame171,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame175,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame254,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame257,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame263,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame279,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame283,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame285,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame289,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame292,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame4,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame6,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame7,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame11,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame25,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame26,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame28,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame30,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame31,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame38,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame39,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame57,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame59,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame64,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame66,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame71,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame72,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame74,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame75,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame78,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame85,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame90,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame91,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame94,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame95,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame96,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame101,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame115,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame116,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame126,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame135,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame139,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame140,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame141,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame148,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame150,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame168,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame175,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame179,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame183,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame189,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame198,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame203,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame211,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame218,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame220,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame225,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame231,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame248,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame253,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame254,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame259,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame264,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame270,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame273,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame278,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame279,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame283,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-10-57-33_4_frame303,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame9,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame15,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame20,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame29,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame30,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame31,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame34,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame37,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame60,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame62,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame69,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame80,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame84,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame89,2016-05-23,heldout_model_selection
