model_id,image_id,acquisition_date,N_valid,reference_crop_fraction,predicted_crop_fraction,signed_error,crop_FP,crop_FN,true_soil_pred_soil,true_soil_pred_crop,true_soil_pred_weed,true_soil_pred_dicot,true_soil_pred_grass,true_crop_pred_soil,true_crop_pred_crop,true_crop_pred_weed,true_crop_pred_dicot,true_crop_pred_grass,true_weed_pred_soil,true_weed_pred_crop,true_weed_pred_weed,true_weed_pred_dicot,true_weed_pred_grass,true_dicot_pred_soil,true_dicot_pred_crop,true_dicot_pred_weed,true_dicot_pred_dicot,true_dicot_pred_grass,true_grass_pred_soil,true_grass_pred_crop,true_grass_pred_weed,true_grass_pred_dicot,true_grass_pred_grass
M1,2016-04-29__1461926019_604966069,2016-04-29,1251936,0.0008139393707026557,0.0,-0.0008139393707026557,0,1019,1250778,0,139,0,0,414,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-04-29__1461926020_605042418,2016-04-29,1251936,0.0005767067965135598,0.0,-0.0005767067965135598,0,722,1251005,0,209,0,0,228,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-04-29__1461926021_605059526,2016-04-29,1251936,0.00013099711167344018,0.0,-0.00013099711167344018,0,164,1251768,0,4,0,0,116,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-04-29__1461926022_605017021,2016-04-29,1251936,0.0009968560693198374,0.0,-0.0009968560693198374,0,1248,1250408,0,207,0,0,390,0,858,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-04-29__1461926023_605086787,2016-04-29,1251936,0.0008291158653477494,0.0,-0.0008291158653477494,0,1038,1250724,0,174,0,0,448,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-04-29__1461926024_605119811,2016-04-29,1251936,0.00037382102599493904,0.0,-0.00037382102599493904,0,468,1251387,0,81,0,0,72,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-04-29__1461926025_605079649,2016-04-29,1251936,0.0012764230759399842,0.0,-0.0012764230759399842,0,1598,1250132,0,101,0,0,508,0,1090,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-04-29__1461926026_605127035,2016-04-29,1251936,0.0009760882345423408,0.0,-0.0009760882345423408,0,1222,1250506,0,208,0,0,243,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-04-29__1461926027_605095658,2016-04-29,1251936,0.0005607315389924085,0.0,-0.0005607315389924085,0,702,1251197,0,37,0,0,160,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-04-29__1461926028_605081452,2016-04-29,1251936,0.000572712982133272,0.0,-0.000572712982133272,0,717,1250970,0,249,0,0,78,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame0,2016-05-02,1251936,0.0005423599928430846,0.0,-0.0005423599928430846,0,679,1251238,0,19,0,0,307,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame1,2016-05-02,1251936,0.0009065958643253329,0.0,-0.0009065958643253329,0,1135,1250426,0,5,0,0,1012,0,123,0,0,357,0,0,0,13,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame2,2016-05-02,1251936,0.0009489302967563837,0.0,-0.0009489302967563837,0,1188,1250503,0,1,0,0,822,0,326,0,40,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame3,2016-05-02,1251936,0.0010567632850241545,0.0,-0.0010567632850241545,0,1323,1250490,0,11,0,1,983,0,228,0,112,82,0,29,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame4,2016-05-02,1251936,0.0006086573115558622,0.0,-0.0006086573115558622,0,762,1251165,0,9,0,0,546,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame5,2016-05-02,1251936,0.0009369488536155202,0.0,-0.0009369488536155202,0,1173,1250612,0,1,0,0,570,0,499,0,104,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame6,2016-05-02,1251936,0.0006501929811108555,0.0,-0.0006501929811108555,0,814,1250640,0,17,0,5,406,0,352,0,56,260,0,200,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame7,2016-05-02,1251936,0.0006182424660685531,0.0,-0.0006182424660685531,0,774,1250942,0,14,0,0,481,0,292,0,1,174,0,32,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame8,2016-05-02,1251936,0.0003826074176315722,0.0,-0.0003826074176315722,0,479,1251443,0,14,0,0,186,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame9,2016-05-02,1251936,0.0009265649362267719,0.0,-0.0009265649362267719,0,1160,1250776,0,0,0,0,648,0,400,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame10,2016-05-02,1251936,0.0009409426679958081,0.0,-0.0009409426679958081,0,1178,1250461,0,50,0,3,492,0,501,0,185,143,0,101,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame11,2016-05-02,1251936,0.0009800820489226287,0.0,-0.0009800820489226287,0,1227,1249758,0,39,0,75,832,0,127,0,268,680,0,0,0,157,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame12,2016-05-02,1251936,0.0006685645272601794,0.0,-0.0006685645272601794,0,837,1250964,0,17,0,0,480,0,347,0,10,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame13,2016-05-02,1251936,0.0003682296858625361,0.0,-0.0003682296858625361,0,461,1251323,0,31,0,0,79,0,382,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame14,2016-05-02,1251936,0.0008179331850829435,0.0,-0.0008179331850829435,0,1024,1250829,0,83,0,0,372,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame15,2016-05-02,1251936,0.001107085346215781,0.0,-0.001107085346215781,0,1386,1250286,0,3,0,0,1179,0,130,0,77,68,0,193,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame16,2016-05-02,1251936,0.0009329550392352324,0.0,-0.0009329550392352324,0,1168,1250289,0,0,0,0,866,0,60,0,242,436,0,0,0,43,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame17,2016-05-02,1251936,0.000631022672085474,0.0,-0.000631022672085474,0,790,1251010,0,0,0,3,462,0,309,0,19,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame18,2016-05-02,1251936,0.0006909298877897912,0.0,-0.0006909298877897912,0,865,1250485,0,1,0,1,477,0,329,0,59,356,0,228,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-02__bonirob_2016-05-02-12-21-51_1_frame19,2016-05-02,1251936,0.0008179331850829435,0.0,-0.0008179331850829435,0,1024,1250855,0,56,0,1,509,0,351,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame0,2016-05-04,1251936,0.00024681772870178666,3.993814380287811e-06,-0.00024282391432149886,5,309,1250724,0,285,0,0,200,0,109,0,0,291,5,322,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame1,2016-05-04,1251936,0.0008035554533139074,7.98762876057562e-07,-0.0008027566904378499,1,1006,1250747,1,182,0,0,365,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame2,2016-05-04,1251936,0.0005359698898346241,2.396288628172686e-06,-0.0005335736012064515,3,671,1250838,3,69,0,0,375,0,296,0,0,207,0,148,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame3,2016-05-04,1251936,0.0006677657643841218,1.1182680264805868e-05,-0.000656583084119316,14,836,1250789,14,183,0,0,495,0,341,0,0,104,0,10,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame4,2016-05-04,1251936,0.0009297599877310022,6.390103008460496e-06,-0.0009233698847225417,8,1164,1250664,8,96,0,4,481,0,613,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame5,2016-05-04,1251936,0.001570367814329167,0.0,-0.001570367814329167,0,1966,1249458,0,239,0,0,901,0,1065,0,0,171,0,102,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame6,2016-05-04,1251936,0.0013139649311146896,0.00017812412136083633,-0.0011358408097538533,0,1422,1250052,0,172,0,0,738,223,684,0,0,39,0,28,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame7,2016-05-04,1251936,0.0014841014237149503,8.546762773815914e-05,-0.0013986337959767912,0,1751,1249983,0,95,0,0,968,107,461,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame8,2016-05-04,1251936,0.0013570981264217979,0.0,-0.0013570981264217979,0,1699,1250191,0,46,0,0,1214,0,70,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame9,2016-05-04,1251936,0.0012908008077090203,0.00010383917388748306,-0.0011869616338215372,5,1491,1250110,5,77,0,0,1080,125,410,0,1,93,0,35,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame10,2016-05-04,1251936,0.0011014940060833781,8.62663906142167e-05,-0.0010152276154691614,8,1279,1249023,8,175,0,10,644,100,410,0,225,623,0,303,0,415,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame11,2016-05-04,1251936,0.0011230606037369321,0.0,-0.0011230606037369321,0,1406,1250278,0,69,0,105,558,0,339,0,509,71,0,7,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame12,2016-05-04,1251936,0.0013435191575288195,7.98762876057562e-07,-0.0013427203946527618,1,1682,1250010,1,72,0,57,891,0,74,0,717,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame13,2016-05-04,1251936,0.0014529496715487054,0.00027876824374408913,-0.0011741814278046162,0,1470,1249914,0,203,0,0,1102,349,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame14,2016-05-04,1251936,0.0013419216317767043,3.4346803670475166e-05,-0.0013075748281062291,0,1637,1249605,0,290,0,3,822,43,815,0,0,173,0,185,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame15,2016-05-04,1251936,0.001107085346215781,0.0,-0.001107085346215781,0,1386,1250195,0,158,0,3,724,0,493,0,169,49,0,145,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame16,2016-05-04,1251936,0.0014249929708866906,0.00017173401835237585,-0.0012532589525343148,0,1569,1249843,0,239,0,0,982,215,587,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame17,2016-05-04,1251936,0.0003650346343583059,0.0,-0.0003650346343583059,0,457,1250710,0,100,0,0,290,0,167,0,0,241,0,428,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame18,2016-05-04,1251936,0.0013155624568668047,3.913938092682054e-05,-0.0012764230759399842,7,1605,1249848,7,210,0,43,1014,42,371,0,220,75,0,106,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-04__bonirob_2016-05-04-10-05-47_1_frame19,2016-05-04,1251936,0.0007252766914602664,7.188865884518058e-06,-0.0007180878255757483,0,899,1250820,0,93,0,5,657,9,218,0,24,96,0,0,0,14,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame2,2016-05-06,1251936,0.002724580170232344,0.0011422309127623138,-0.0015823492574700304,1,1982,1247845,1,628,0,51,1106,1429,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame3,2016-05-06,1251936,0.0024394218234797945,7.98762876057562e-07,-0.002438623060603737,0,3053,1247509,0,1020,0,0,930,1,2123,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame4,2016-05-06,1251936,0.002567223883649004,0.0004337282416992562,-0.002133495641949748,4,2675,1248241,4,394,0,0,1077,539,1598,0,0,62,0,21,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame5,2016-05-06,1251936,0.0011238593666129898,0.0,-0.0011238593666129898,0,1407,1249808,0,720,0,1,541,0,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame6,2016-05-06,1251936,0.0026311249137336095,0.000824323288091404,-0.0018068016256422054,6,2268,1248143,6,493,0,0,956,1026,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame7,2016-05-06,1251936,0.0015168507016333104,0.0003123162845385068,-0.0012045344170948037,0,1508,1249004,0,428,0,0,772,391,736,0,0,430,0,175,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame8,2016-05-06,1251936,0.0034226989239066535,0.002146275847966669,-0.0012764230759399844,24,1622,1246301,24,379,0,0,1278,2663,344,0,0,916,0,31,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame9,2016-05-06,1251936,0.0021766288372568566,0.0014162065792500576,-0.000760422258006799,2,954,1247385,2,1669,0,0,954,1771,0,0,0,96,0,59,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame10,2016-05-06,1251936,0.0023403752268486566,0.0008810354522914909,-0.0014593397745571658,0,1827,1248356,0,570,0,10,894,1103,933,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame11,2016-05-06,1251936,0.0012396799836413364,0.0,-0.0012396799836413364,0,1552,1249340,0,814,0,0,338,0,1214,0,0,208,0,22,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame12,2016-05-06,1251936,0.002816437900978964,0.0006973199907982517,-0.0021191179101807123,50,2703,1247474,50,730,0,0,1510,823,1105,0,88,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame13,2016-05-06,1251936,0.0018571236868338318,7.508371034941083e-05,-0.001782039976484421,0,2231,1247558,0,1463,0,0,821,94,1410,0,0,586,0,4,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame14,2016-05-06,1251936,0.002511310482324975,0.0011829678194412495,-0.0013283426628837257,48,1711,1247647,48,1097,0,0,1064,1433,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame15,2016-05-06,1251936,0.0018898729647521919,0.0003626383457301332,-0.0015272346190220586,0,1912,1248176,0,1280,0,0,781,454,1131,0,0,4,0,110,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame16,2016-05-06,1251936,0.0019401950259438183,0.00011182680264805869,-0.0018283682232957596,0,2289,1248209,0,1231,0,0,445,140,1844,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame17,2016-05-06,1251936,0.0016758045139687653,0.0,-0.0016758045139687653,0,2098,1247929,0,1682,0,0,394,0,1704,0,0,223,0,4,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame18,2016-05-06,1251936,0.0025264869769700687,0.0006302239092094165,-0.0018962630677606522,4,2378,1245432,4,3111,0,0,862,785,1516,0,0,147,0,79,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame19,2016-05-06,1251936,0.0011621999846637527,0.0,-0.0011621999846637527,0,1455,1248696,0,1565,0,0,333,0,1122,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame20,2016-05-06,1251936,0.003299689440993789,0.0012452713237737392,-0.0020544181172200498,11,2583,1246268,11,1310,0,0,1248,1548,1335,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-06__bonirob_2016-05-06-11-21-29_10_frame21,2016-05-06,1251936,0.0018563249239577741,0.00022205607954400226,-0.001634268844413772,0,2046,1248834,0,778,0,0,692,278,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame2,2016-05-09,1251936,0.006150474145643228,0.003242178513917644,-0.0029082956317255837,101,3742,1240183,101,195,0,146,1477,3958,2227,0,38,1895,0,235,0,1481,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame3,2016-05-09,1251936,0.006378121565319633,0.005044187562303504,-0.0013339340030161283,110,1780,1242310,110,448,0,34,1612,6205,168,0,0,684,0,0,0,365,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame4,2016-05-09,1251936,0.007060265061472791,0.005329345909056054,-0.0017309191524167373,171,2338,1241971,171,464,0,0,1555,6501,783,0,0,99,0,392,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame5,2016-05-09,1251936,0.006926072898295121,0.005505073741788717,-0.0014209991565064034,117,1896,1241233,117,726,0,0,1826,6775,70,0,0,1126,0,47,0,16,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame6,2016-05-09,1251936,0.005177580962605117,0.0028148403752268486,-0.0023627405873782687,74,3032,1242066,74,412,0,73,1664,3450,1316,0,52,1685,0,473,0,671,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame7,2016-05-09,1251936,0.0063038366178462795,0.004602471691843672,-0.0017013649260026074,95,2225,1243460,95,108,0,0,1913,5667,312,0,0,369,0,12,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame8,2016-05-09,1251936,0.0036655228382281523,0.00012540577154103723,-0.003540117066687115,0,4432,1244588,0,260,0,166,1247,157,2352,0,833,1407,0,370,0,556,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame9,2016-05-09,1251936,0.004685543030953659,0.0020775822406257187,-0.0026079607903279406,32,3297,1243643,32,572,0,0,1566,2569,1679,0,52,837,0,986,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame10,2016-05-09,1251936,0.002288455639904915,0.0003770160774991693,-0.0019114395624057457,0,2393,1248113,0,115,0,24,1167,472,1226,0,0,665,0,120,0,34,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame11,2016-05-09,1251936,0.005414813536794213,0.003528934386422309,-0.0018858791503719042,83,2444,1243022,83,103,0,38,1560,4335,884,0,0,1218,0,173,0,520,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame12,2016-05-09,1251936,0.004493041177823787,0.002775700994300028,-0.0017173401835237586,50,2200,1245800,50,213,0,6,1440,3425,760,0,0,173,0,69,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame13,2016-05-09,1251936,0.004524192929990032,0.0019873220356312143,-0.0025368708943588176,9,3185,1242507,9,43,0,196,1817,2479,1368,0,0,1351,0,0,0,2166,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame14,2016-05-09,1251936,0.0040353500498428035,1.4377731769036117e-05,-0.004020972318073767,0,5034,1232431,0,87,0,397,1531,18,2090,0,1413,3526,0,374,0,10069,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame15,2016-05-09,1251936,0.005711953326687626,0.002887527796948087,-0.0028244255297395393,41,3577,1243999,41,193,0,0,1949,3574,1628,0,0,489,0,63,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame16,2016-05-09,1251936,0.006085774352682565,0.005003450655624569,-0.001082323697057996,133,1488,1242648,133,75,0,0,1072,6131,416,0,0,1345,0,116,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame17,2016-05-09,1251936,0.006692834138486313,0.005071345500089462,-0.001621488638396851,61,2091,1241468,61,1019,0,0,1816,6288,275,0,0,698,0,306,0,5,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame18,2016-05-09,1251936,0.004070495616389336,0.002759725736778877,-0.001310769879610459,69,1710,1246209,69,91,0,0,1558,3386,152,0,0,377,0,94,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame19,2016-05-09,1251936,0.0063126230094829126,0.004929964471027273,-0.0013826585384556396,64,1795,1242640,64,567,0,0,1795,6108,0,0,0,209,0,553,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame20,2016-05-09,1251936,0.0020927587352708127,0.0002420251514454413,-0.0018507335838253713,0,2317,1248846,0,19,0,0,1073,303,1233,0,11,437,0,14,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-09__bonirob_2016-05-09-10-49-56_6_frame21,2016-05-09,1251936,0.0030856209902103623,0.000726075454336324,-0.0023595455358740385,2,2956,1247325,2,30,0,0,1183,907,1773,0,0,707,0,9,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-11__bonirob_2016-05-11-10-36-32_5_frame2,2016-05-11,1251936,0.008571524422973698,0.007698476599442783,-0.0008730478235309154,207,1300,1240611,207,226,0,0,1210,9431,90,0,0,71,0,90,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-11__bonirob_2016-05-11-10-36-32_5_frame3,2016-05-11,1251936,0.008070700099685607,0.007379770211895816,-0.0006909298877897912,286,1151,1241334,286,212,0,0,1133,8953,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1,2016-05-11__bonirob_2016-05-11-10-36-32_5_frame4,2016-05-11,1251936,0.007236791657081512,0.005863718273138563,-0.0013730733839429484,215,1934,1241522,215,587,0,8,1659,7126,31,0,244,206,0,287,0,51,0,0,0,0,0,0,0,0,0,0
M1,2016-05-11__bonirob_2016-05-11-10-36-32_5_frame5,2016-05-11,1251936,0.006408474554609821,0.004941945914168137,-0.001466528640441684,98,1934,1242885,98,569,0,0,1596,6089,334,0,4,325,0,36,0,0,0,0,0,0,0,0,0,0,0,0
